"id","participant_id","trial_num","graph_type","graph_fctr","x1","y1","x2","y2","time1","time2","confidence","num_redos","reflection"
"528","68","8","2","death rate for the world population","15.00","17.40","19.60","31.07","4044","4813","8","0",
"529","69","1","2","amounts spent on advertising directly to children","16.07","18.00","21.00","34.00","57653","59892","1","1","none"
"530","69","2","3","cancer death rates","16.00","16.33","20.07","16.60","33633","43817","5","0","none"
"531","69","3","0","global burglary rates","16.00","16.20","19.87","2.73","28084","49764","4","0","none"
"532","69","4","1","striped dolphin populations","16.07","11.73","21.00","11.27","20542","27662","4","0","The population difference between 2 years got smaller each time so I just followed that pattern."
"533","69","5","2","percentage of workers who will have adequate health service","17.00","18.07","20.00","34.00","42226","43609","1","1","none"
"534","69","6","3","population of males over 80","16.00","16.40","20.00","16.67","21423","30430","5","0","none"
"535","69","7","0","amount of books published","16.00","16.00","19.87","0.13","39754","54922","1","0","none"
"536","69","8","1","traffic accident health rate per 10,000 accidents","16.00","11.73","20.00","11.60","9743","14215","4","0","It was 12 then 10 then 9 which means the number got smaller by -2 then -1. That means the number you subtract was the previous number divided by 2. If that makes sense..."
"537","70","1","0","amount of books published","15.13","19.87","17.93","15.80","23776","30141","7","0","none"
"538","70","2","2","amounts spent on advertising directly to children","15.87","18.20","20.80","25.93","21123","27035","4","0","none"
"539","70","3","1","traffic accident health rate per 10,000 accidents","16.07","10.27","19.93","9.93","18872","23461","6","0","none"
"540","70","4","3","population of males over 80","16.00","17.07","19.93","17.87","28649","36984","7","0","Steady growth pattern from previous years"
"541","70","5","0","global economy growth rates","16.07","21.60","20.60","20.40","18457","27353","2","2","none"
"542","70","6","2","percentage of workers who will have adequate health service","16.00","12.00","20.00","19.07","23700","32126","5","0","none"
"543","70","7","1","striped dolphin populations","15.73","11.00","19.87","10.47","14538","19860","5","0","none"
"544","70","8","3","cancer death rates","16.07","17.00","20.87","17.47","11788","18857","4","0","An incline in cancer death rate is likely, but advanced medicine may slow its increase."
"545","71","1","1","students who eat breakfast","15.93","12.00","19.93","11.80","441538","443538","3","1","none"
"546","71","2","0","global economy growth rates","16.07","24.88","19.93","26.42","41914","45728","3","0","none"
"547","71","3","3","cancer death rates","16.07","16.34","19.93","15.81","27499","31413","5","0","none"
"548","71","4","2","death rate for the world population","15.93","15.54","19.93","19.01","119192","125909","3","1","Cancer rates may go down, economy will improve. Homelessness will decrease. Cars may be much more effective, and automatic driving."
"549","71","5","1","yields of sunflower seed (kg/hectare)","15.93","10.37","20.13","12.37","197354","200752","3","0","none"
"550","71","6","0","amount of books published","15.87","23.18","19.93","24.91","82013","87699","3","0","none"
"551","71","7","3","population of males over 80","15.93","16.35","19.93","16.02","1577883","1579726","3","0","none"
"552","71","8","2","amounts spent on advertising directly to children","16.00","18.72","19.93","28.39","69295","71990","4","0","Baby boom. Less children, meaning more advertising to sell certain products."
"553","72","1","3","population of males over 80","15.20","17.40","18.53","18.00","25286","30735","1","0","none"
"554","72","2","1","yields of sunflower seed (kg/hectare)","16.07","12.53","20.07","13.93","32731","38075","1","0","none"
"555","72","3","0","amount of books published","16.80","20.13","20.00","18.07","11363","15100","1","0","none"
"556","72","4","2","death rate for the world population","15.93","13.13","19.00","16.67","24945","28088","2","0","Nothing special - i have just pointed"
"557","72","5","3","cancer death rates","15.93","18.80","19.00","18.73","12473","17457","1","0","none"
"558","72","6","1","traffic accident health rate per 10,000 accidents","15.47","11.53","19.60","9.73","7300","0","1","1","none"
"559","72","7","0","global burglary rates","16.07","21.80","19.93","21.47","12930","18275","1","0","none"
"560","72","8","2","percentage of workers who will have adequate health service","16.00","12.00","19.93","13.13","15895","19934","1","0","i can't explain"
"561","73","1","1","yields of sunflower seed (kg/hectare)","16.07","11.40","20.13","11.07","35262","37710","6","1","none"
"562","73","2","3","population of males over 80","16.07","16.33","20.07","16.60","32697","37168","6","0","none"
"563","73","3","0","global burglary rates","16.07","17.93","20.07","10.00","27858","39786","5","0","none"
"564","73","4","2","amounts spent on advertising directly to children","16.00","15.87","20.20","24.00","23634","31778","4","0","Increase by 0.6 billion, then 1.2 billion initially shown. Assumed constant increase to the jump between years ie the jump is prev + 0.6 billion"
"565","73","5","1","students who eat breakfast","16.07","11.40","20.07","11.20","29918","35479","4","1","none"
"566","73","6","3","cancer death rates","16.00","16.87","20.00","17.87","25586","27602","5","0","none"
"567","73","7","0","amount of books published","16.13","18.00","20.07","9.87","30440","0","6","1","none"
"568","73","8","2","death rate for the world population","16.07","11.87","20.07","13.07","31819","33811","3","0","Given points indicate a rise, but I've reasoned that medical advances would most likely prevent this trend becoming an exponential relation."
"569","74","1","3","population of males over 80","15.00","16.20","20.00","16.47","59256","66453","5","1","none"
"570","74","2","0","global economy growth rates","16.00","24.53","21.00","25.87","63019","75839","4","1","none"
"571","74","3","1","students who eat breakfast","16.07","11.93","20.00","11.93","16573","19647","4","2","none"
"572","74","4","2","percentage of workers who will have adequate health service","16.00","11.87","19.00","12.80","34764","35789","6","1","Mandatory healthcare provisions in US will contribute to continued upswing in health service for global population."
"573","74","5","3","cancer death rates","16.07","17.07","19.80","18.13","21919","0","8","1","none"
"574","74","6","0","amount of books published","15.87","23.07","20.00","22.40","18280","0","7","1","none"
"575","74","7","1","yields of sunflower seed (kg/hectare)","16.00","11.67","20.00","11.47","38348","50467","3","1","none"
"576","74","8","2","amounts spent on advertising directly to children","16.07","11.47","20.07","12.13","40775","43729","5","0","The two factors that influenced my decison were 1.) A boom in media available to children and the focus on advertising that has been derived from that boom (validated by statistics in first 3 points of graph) 2.) Degredation of 'family' - children are widely becoming more independent, due to the declining rates of normal family structure.  This contributes to a growing culture of children having more time independent of family activities and thus more time to babysit themselves, facilitated by point number 1. "
"577","75","1","3","cancer death rates","15.80","17.87","20.00","19.20","39311","0","5","1","none"
"578","75","2","1","students who eat breakfast","15.87","11.20","19.93","11.87","53048","55584","4","0","none"
"579","75","3","2","death rate for the world population","15.87","13.13","20.07","15.07","20153","22769","4","0","none"
"580","75","4","0","amount of books published","16.00","23.40","20.07","22.33","30490","35250","4","0",
"581","75","5","3","population of males over 80","15.80","17.13","18.87","18.00","14174","17078","4","0","none"
"582","75","6","1","yields of sunflower seed (kg/hectare)","15.93","11.20","19.93","11.93","19940","22388","5","0","none"
"583","75","7","2","amounts spent on advertising directly to children","16.13","14.07","20.07","18.33","19530","22802","5","0","none"
"584","75","8","0","global economy growth rates","15.87","21.87","19.93","19.40","17380","20380","5","0","following the trend"
"585","76","1","1","striped dolphin populations","15.00","11.47","19.07","11.73","36746","43716","5","0","none"
"586","76","2","0","global burglary rates","15.13","19.60","19.27","14.67","36776","40941","6","0","none"
"587","76","3","3","population of males over 80","15.07","16.93","19.07","17.73","23885","27950","6","0","none"
"588","76","4","2","percentage of workers who will have adequate health service","15.07","15.40","18.80","19.80","23580","26320","5","0","Amount of space of the other dots."
"589","76","5","1","traffic accident health rate per 10,000 accidents","15.93","11.27","19.93","10.73","25022","27480","6","0","none"
"590","76","6","0","global economy growth rates","16.07","26.33","18.93","28.00","43397","45939","6","0","none"
"591","76","7","3","cancer death rates","16.07","17.73","19.47","19.20","44260","49636","5","0","none"
"592","76","8","2","death rate for the world population","16.07","12.67","19.67","14.80","14977","18984","6","0",
"593","77","1","0","global economy growth rates","15.87","22.07","19.87","21.13","82950","87894","6","0","none"
"594","77","2","2","percentage of workers who will have adequate health service","16.07","12.07","20.07","14.00","24392","28871","6","0","none"
"595","77","3","1","students who eat breakfast","16.07","11.00","20.07","11.93","24714","28674","8","1","none"
"596","77","4","3","population of males over 80","16.13","16.07","20.07","16.80","11967","13319","6","0","The average world population is getting older all the time. Especially in China"
"597","77","5","0","amount of books published","16.13","20.87","20.13","19.13","21109","27892","5","1","none"
"598","77","6","2","amounts spent on advertising directly to children","16.27","14.20","19.40","18.60","12306","16554","8","2","none"
"599","77","7","1","traffic accident health rate per 10,000 accidents","16.07","11.73","20.00","11.27","11473","14297","8","1","none"
"600","77","8","3","cancer death rates","16.07","16.80","20.07","17.33","6650","9354","7","0","As medical knowledge increase more types of cancer will become treatable."
"601","78","1","1","striped dolphin populations","16.00","11.67","20.00","11.73","31102","32930","1","1","none"
"602","78","2","0","global burglary rates","15.93","23.20","19.87","22.20","34499","38443","2","0","none"
"603","78","3","2","death rate for the world population","16.00","9.47","20.00","9.47","27137","30361","3","0","none"
"604","78","4","3","cancer death rates","16.00","16.87","20.20","18.67","32854","37073","4","1","More people are getting cancer due to the deteriorating environment and lack of health habits"
"605","78","5","1","students who eat breakfast","15.00","11.93","19.07","12.20","10627","11470","2","0","none"
"606","78","6","0","amount of books published","15.20","21.07","19.00","21.53","10871","11913","2","0","none"
"607","78","7","2","percentage of workers who will have adequate health service","14.60","12.67","18.20","13.47","13769","16049","1","0","none"
"608","78","8","3","population of males over 80","15.33","16.73","18.07","16.60","11208","12066","4","0","The worlds ageing population is increasing due to access to better healthcare"
"609","79","1","0","amount of books published","15.93","19.47","20.07","13.73","13695","15487","8","1","none"
"610","79","2","3","population of males over 80","16.00","16.93","19.87","16.93","33392","36647","6","0","none"
"611","79","3","2","percentage of workers who will have adequate health service","16.07","16.13","20.07","29.13","17697","0","8","2","none"
"612","79","4","1","students who eat breakfast","16.07","10.87","20.07","10.80","11739","13758","4","0","Just followed the trend"
"613","79","5","0","global economy growth rates","16.00","18.73","20.07","11.07","33495","37602","7","0","none"
"614","79","6","3","cancer death rates","16.00","16.53","20.13","16.67","74323","78244","7","0","none"
"615","79","7","2","death rate for the world population","16.07","15.87","20.07","25.93","19745","25054","8","0","none"
"616","79","8","1","traffic accident health rate per 10,000 accidents","16.07","11.33","20.00","11.20","14227","19254","8","0","Followed the trend"
"617","80","1","3","cancer death rates","16.07","17.07","20.07","15.13","16778","20218","4","2","none"
"618","80","2","2","percentage of workers who will have adequate health service","15.87","9.00","20.00","9.07","18016","18994","3","1","none"
"619","80","3","0","amount of books published","16.20","25.73","20.00","27.93","24161","30374","5","0","none"
"620","80","4","1","yields of sunflower seed (kg/hectare)","16.07","10.73","20.07","9.33","9761","13034","4","0",
"621","80","5","3","population of males over 80","16.07","18.07","20.00","17.00","14489","17994","5","0","none"
"622","80","6","2","death rate for the world population","15.93","8.80","19.87","7.13","13945","16148","4","0","none"
"623","80","7","0","global economy growth rates","16.13","21.00","19.93","18.00","4564","9414","4","0","none"
"624","80","8","1","students who eat breakfast","16.00","11.00","19.93","10.27","12346","14770","5","0",
"625","81","1","2","percentage of workers who will have adequate health service","15.40","12.67","19.93","16.60","3606","4455","6","0","none"
"626","81","2","1","traffic accident health rate per 10,000 accidents","16.00","11.00","19.60","8.53","4512","6736","6","0","none"
"627","81","3","3","population of males over 80","16.07","16.73","20.53","19.40","3939","5498","6","0","none"
"628","81","4","0","global economy growth rates","15.67","20.60","19.53","17.67","3478","4678","6","0",
"629","81","5","2","amounts spent on advertising directly to children","16.27","14.00","20.07","19.27","4063","4998","6","0","none"
"630","81","6","1","yields of sunflower seed (kg/hectare)","15.87","10.80","20.00","7.20","5002","6674","6","0","none"
"631","81","7","3","cancer death rates","16.53","16.47","19.93","18.53","6347","7362","6","0","none"
"632","81","8","0","amount of books published","15.67","19.87","19.80","14.73","3853","4901","6","0",
"633","82","1","2","percentage of workers who will have adequate health service","16.07","16.00","19.93","24.07","162664","175775","2","0","none"
"634","82","2","1","striped dolphin populations","16.00","11.60","19.93","11.00","51347","56827","2","0","none"
"635","82","3","3","population of males over 80","16.00","16.53","20.00","16.60","48621","51241","2","0","none"
"636","82","4","0","global burglary rates","16.07","18.07","19.87","9.87","51915","69570","2","0",
"637","82","5","2","death rate for the world population","15.93","14.00","20.07","19.07","49249","0","2","1","none"
"638","82","6","1","yields of sunflower seed (kg/hectare)","16.00","11.40","20.00","11.20","30285","32781","3","0","none"
"639","82","7","3","cancer death rates","16.13","16.60","19.93","16.87","30637","35592","2","2","none"
"640","82","8","0","global economy growth rates","16.07","21.87","20.07","21.00","111020","114624","2","1",
"641","83","1","3","population of males over 80","16.07","17.07","19.93","17.53","22261","40285","7","1","none"
"642","83","2","0","global economy growth rates","16.20","22.00","20.93","22.00","28862","32446","2","0","none"
"643","83","3","1","striped dolphin populations","15.93","11.27","19.93","10.87","6501","12493","5","0","none"
"644","83","4","2","death rate for the world population","15.73","13.80","20.13","17.53","14350","19006","6","1","Thought it would be a roughly linear trend because populations are aging and resources diminishing."
"645","83","5","3","cancer death rates","15.93","16.87","19.87","17.93","21609","26600","4","0","none"
"646","83","6","0","amount of books published","15.93","20.00","19.87","15.07","10356","13444","6","1","none"
"647","83","7","1","traffic accident health rate per 10,000 accidents","15.87","11.07","19.87","10.33","11395","15083","6","0","none"
"648","83","8","2","percentage of workers who will have adequate health service","16.00","13.13","19.93","15.93","13526","19078","4","0","I went with a fairly linear trend because it doesn't seem like health care is an exponentially growing resource, since hospitals and doctors take a lot of time and money to create."
"649","84","1","0","global burglary rates","16.00","22.93","20.07","22.53","10752","11664","6","3","none"
"650","84","2","3","cancer death rates","16.00","17.93","20.00","20.47","10431","15183","5","0","none"
"651","84","3","2","amounts spent on advertising directly to children","16.00","14.40","19.87","17.13","9409","14520","6","0","none"
"652","84","4","1","yields of sunflower seed (kg/hectare)","16.00","11.40","20.00","11.40","11737","14401","5","0",
"653","84","5","0","global economy growth rates","16.00","22.13","20.13","22.93","44748","49485","7","0","none"
"654","84","6","3","population of males over 80","16.07","17.67","20.07","19.00","7924","11605","6","0","none"
"655","84","7","2","percentage of workers who will have adequate health service","16.13","14.47","20.07","16.73","17871","23111","6","0","none"
"656","84","8","1","traffic accident health rate per 10,000 accidents","16.13","12.00","20.00","11.73","7836","12876","6","0","I think it's unrealistic to expect the rate to continue to decrease at the same rate, therefore I believe it will stay the same for 2013, and decrease slightly in 2015."
"657","85","1","3","cancer death rates","15.93","17.07","20.00","16.93","18378","54833","6","1","none"
"658","85","2","1","striped dolphin populations","15.93","11.33","19.80","10.87","21369","24257","6","0","none"
"659","85","3","0","global burglary rates","16.13","18.87","20.00","11.33","18185","20681","4","0","none"
"660","85","4","2","death rate for the world population","16.07","15.67","20.00","24.73","12822","17110","5","0","There appeared to be an accelerating upward curve showing increase in death rate. The curve was extended considering increase in population."
"661","85","5","3","population of males over 80","15.87","16.80","19.93","17.00","122210","125474","4","0","none"
"662","85","6","1","traffic accident health rate per 10,000 accidents","15.93","11.67","19.93","11.87","10752","13671","5","0","none"
"663","85","7","0","amount of books published","16.07","17.93","20.00","11.67","12111","15550","5","0","none"
"664","85","8","2","amounts spent on advertising directly to children","16.00","17.93","19.80","26.80","13021","18732","5","0","Extended the upward curve as advertising budgets seem to be increasing at present."
"665","86","1","2","amounts spent on advertising directly to children","16.13","16.07","20.07","26.87","23878","39942","5","2","none"
"666","86","2","1","striped dolphin populations","16.13","11.87","20.00","12.67","22627","26595","6","0","none"
"667","86","3","0","global burglary rates","16.00","25.93","20.00","24.00","34387","38955","6","1","none"
"668","86","4","3","cancer death rates","16.07","16.53","19.93","17.80","17972","21828","6","0","It is an upward trend, but not at a consistent rate."
"669","86","5","2","percentage of workers who will have adequate health service","16.00","12.00","20.07","15.60","30431","38630","7","0","none"
"670","86","6","1","traffic accident health rate per 10,000 accidents","16.13","11.73","19.93","11.07","27500","30948","8","0","none"
"671","86","7","0","amount of books published","16.00","22.00","20.00","20.13","17555","22884","6","0","none"
"672","86","8","3","population of males over 80","15.93","19.13","20.07","21.20","34331","38643","7","0",
"673","87","1","2","death rate for the world population","16.07","14.87","21.13","24.07","12457","15109","5","1","none"
"674","87","2","1","students who eat breakfast","15.80","11.07","19.87","10.27","13574","17353","6","0","none"
"675","87","3","3","population of males over 80","15.80","17.40","20.27","19.07","11254","12185","5","2","none"
"676","87","4","0","global burglary rates","15.87","19.07","20.07","10.87","0","0","2","5","dfghjk"
"677","87","5","2","amounts spent on advertising directly to children","16.13","15.13","20.13","24.33","6193","10249","4","1","none"
"678","87","6","1","traffic accident health rate per 10,000 accidents","16.13","10.07","20.07","8.07","6994","9597","3","0","none"
"679","87","7","3","cancer death rates","16.20","16.40","20.07","16.80","6075","12359","5","0","none"
"680","87","8","0","global economy growth rates","16.07","16.87","20.00","7.73","5829","7678","3","0","trending"
"681","88","1","0","amount of books published","15.00","20.60","19.07","15.07","12327","17598","7","0","none"
"682","88","2","1","traffic accident health rate per 10,000 accidents","16.80","11.13","20.80","12.20","8667","9443","6","0","none"
"683","88","3","3","population of males over 80","16.00","17.13","20.47","15.80","9226","10394","7","0","none"
"684","88","4","2","percentage of workers who will have adequate health service","15.33","14.93","19.13","23.20","4663","6231","7","0",
"685","88","5","0","global economy growth rates","15.60","19.40","19.07","14.20","4121","4928","7","0","none"
"686","88","6","1","striped dolphin populations","16.20","11.07","20.00","8.53","5103","10399","7","1","none"
"687","88","7","3","cancer death rates","16.53","16.13","20.53","13.93","6845","7725","7","0","none"
"688","88","8","2","death rate for the world population","16.07","13.60","19.73","21.33","4189","5965","6","0",
"689","89","1","2","death rate for the world population","16.07","12.93","20.07","15.00","47487","53565","2","0","none"
"690","89","2","0","global burglary rates","16.13","20.73","20.13","17.87","19591","26605","2","1","none"
"691","89","3","3","population of males over 80","15.93","17.07","20.13","18.00","25982","33653","2","0","none"
"692","89","4","1","traffic accident health rate per 10,000 accidents","16.20","10.80","20.07","10.07","20174","23985","2","0",
"693","89","5","2","percentage of workers who will have adequate health service","16.13","13.87","20.20","17.13","23846","30597","2","0","none"
"694","89","6","0","global economy growth rates","15.93","19.87","19.93","16.20","19340","24669","2","0","none"
"695","89","7","3","cancer death rates","15.93","17.00","20.00","18.07","19868","24697","2","0","none"
"696","89","8","1","students who eat breakfast","16.13","10.07","20.07","7.80","14686","17498","2","0",
"697","90","1","3","population of males over 80","7.67","15.20","12.20","15.87","10795","12829","4","0","none"
"698","90","2","0","amount of books published","3.40","30.60","8.27","27.60","12207","13556","4","1","none"
"699","90","3","1","students who eat breakfast","7.80","13.07","12.20","11.87","8873","10487","4","0","none"
"700","90","4","2","death rate for the world population","7.87","6.00","11.93","10.07","5949","7649","5","0",
"701","90","5","3","cancer death rates","8.33","14.87","12.60","18.07","12349","13505","3","0","none"
"702","90","6","0","global burglary rates","8.07","28.07","12.27","24.13","4842","6206","4","0","none"
"703","90","7","1","yields of sunflower seed (kg/hectare)","7.80","11.73","11.87","12.07","7061","8593","4","0","none"
"704","90","8","2","percentage of workers who will have adequate health service","8.00","5.93","12.13","10.00","5376","6730","4","0",
"705","91","1","0","amount of books published","15.89","27.06","21.75","28.94","11357","14078","3","1","none"
"706","91","2","3","population of males over 80","14.87","16.90","17.08","17.81","23865","26025","2","0","none"
"707","91","3","2","percentage of workers who will have adequate health service","15.19","13.02","16.59","14.04","17179","19450","2","0","none"
"708","91","4","1","striped dolphin populations","13.47","10.98","15.30","11.09","16826","18442","2","0",
"709","91","5","0","global economy growth rates","13.85","22.76","14.98","22.44","13320","21079","2","0","none"
"710","91","6","3","cancer death rates","14.23","16.90","15.89","17.76","19019","22003","2","0","none"
"711","91","7","2","amounts spent on advertising directly to children","14.71","13.06","17.18","17.25","21234","23355","2","0","none"
"712","91","8","1","students who eat breakfast","13.90","10.82","15.19","10.88","14935","16159","2","0",
"713","92","1","2","percentage of workers who will have adequate health service","16.07","12.80","20.87","17.53","17268","19997","6","2","none"
"714","92","2","0","amount of books published","15.53","19.60","20.73","16.20","14375","15861","8","1","none"
"715","92","3","3","cancer death rates","16.80","18.40","21.67","24.20","21007","22264","7","0","none"
"716","92","4","1","striped dolphin populations","15.13","9.80","20.13","3.47","9837","10846","8","0","Pollution "
"717","92","5","2","amounts spent on advertising directly to children","16.93","14.00","21.20","19.27","13883","14892","8","0","none"
"718","92","6","0","global economy growth rates","15.87","18.13","20.13","10.40","14667","16652","8","0","none"
"719","92","7","3","population of males over 80","16.33","17.53","20.87","18.80","27881","29062","8","0","none"
"720","92","8","1","traffic accident health rate per 10,000 accidents","16.20","9.07","20.13","5.73","10272","11306","8","0","Because the drivers are more careful"
"721","93","1","3","cancer death rates","15.93","18.00","20.00","19.93","19918","23126","8","0","none"
"722","93","2","1","striped dolphin populations","16.07","13.80","18.93","14.07","11507","14272","8","0","none"
"723","93","3","2","percentage of workers who will have adequate health service","15.93","12.00","19.00","12.07","9235","10531","8","0","none"
"724","93","4","0","amount of books published","15.07","23.93","18.87","24.13","6741","8805","6","0",
"725","93","5","3","population of males over 80","16.07","14.07","20.00","13.00","7897","10114","7","0","none"
"726","93","6","1","yields of sunflower seed (kg/hectare)","15.93","12.07","19.07","12.07","5674","6833","7","0","none"
"727","93","7","2","death rate for the world population","16.00","12.13","19.13","14.20","5940","7053","8","0","none"
"728","93","8","0","global burglary rates","16.07","25.87","20.00","26.00","9308","10508","8","0",
"729","94","1","1","yields of sunflower seed (kg/hectare)","7.73","12.93","11.93","11.93","17162","19775","7","0","none"
"730","94","2","2","death rate for the world population","8.07","5.87","12.27","9.80","14837","18389","7","0","none"
"731","94","3","3","cancer death rates","8.13","15.07","12.13","15.93","20204","21172","8","0","none"
"732","94","4","0","global burglary rates","8.27","27.93","11.53","24.13","12390","14813","5","0",
"733","94","5","1","traffic accident health rate per 10,000 accidents","3.93","15.00","11.93","12.13","6025","6784","8","0","none"
"734","94","6","2","percentage of workers who will have adequate health service","7.53","5.53","12.27","9.93","7693","9621","5","0","none"
"735","94","7","3","population of males over 80","3.87","12.93","7.80","15.20","12297","13353","5","0","none"
"736","94","8","0","amount of books published","7.93","28.33","12.07","23.53","13836","15172","6","0",
"737","95","1","2","amounts spent on advertising directly to children","16.07","16.00","19.87","22.07","45686","49896","4","0","none"
"738","95","2","0","global burglary rates","15.00","20.93","19.87","19.07","40549","42845","5","0","none"
"739","95","3","3","population of males over 80","15.93","16.27","19.93","15.27","14969","16634","7","0","none"
"740","95","4","1","striped dolphin populations","16.00","11.27","21.00","7.93","48428","51780","6","0","The striped dolphin population have a down trend and after 2013, the numbers will fall due to measures that will be applied."
"741","95","5","2","percentage of workers who will have adequate health service","15.07","16.07","19.00","22.20","45548","54635","6","0","none"
"742","95","6","0","global economy growth rates","16.00","23.00","20.00","24.87","23177","25129","6","0","none"
"743","95","7","3","cancer death rates","16.07","17.93","20.27","20.33","12469","14838","6","0","none"
"744","95","8","1","students who eat breakfast","15.93","11.00","20.13","12.07","133950","135368","6","0","Because of health implementations in student places, they will give more attention to the breakfast."
"745","96","1","2","death rate for the world population","15.00","14.93","19.00","19.73","114701","123936","5","0","none"
"746","96","2","3","population of males over 80","16.07","16.07","19.93","15.13","64416","68733","3","1","none"
"747","96","3","0","global economy growth rates","14.93","17.93","19.00","9.80","31876","34405","5","0","none"
"748","96","4","1","yields of sunflower seed (kg/hectare)","15.80","10.93","20.20","9.87","37984","50287","5","0","Only from 2007 to 2009 the number of yelds of sunflower seeds decrease with 20 kg/hectare and from 2009 to 2011 the production decrease with 10 kg/hectarea. I guess that the production will decrease over time but never with 20 kg/hectare like it was in the first period of time."
"749","96","5","2","amounts spent on advertising directly to children","15.13","16.20","19.93","26.87","61234","0","6","1","none"
"750","96","6","3","cancer death rates","16.07","17.00","19.87","15.87","29749","31997","7","0","none"
"751","96","7","0","global burglary rates","15.73","17.27","20.13","7.80","28491","31399","7","0","none"
"752","96","8","1","striped dolphin populations","15.73","11.13","20.13","12.13","21449","25746","6","0","Although the number of striped dolphin population decreased over time I guess this number will decrease only in the next 2 years because I hope that in the future we will start to protect the environment and the number of endangered species will increase."
"753","97","1","0","global burglary rates","4.13","34.67","9.53","31.27","0","0","4","2","none"
"754","97","2","2","percentage of workers who will have adequate health service","13.87","8.40","15.73","12.27","0","0","4","0","none"
"755","97","3","1","students who eat breakfast","6.27","9.07","7.27","7.60","9412","9932","3","0","none"
"756","97","4","3","population of males over 80","8.47","12.27","12.13","13.20","3406","3877","3","0",
"757","97","5","0","amount of books published","3.20","26.33","8.67","23.60","7935","8299","3","0","none"
"758","97","6","2","death rate for the world population","8.67","3.33","12.33","6.33","9594","9945","3","0","none"
"759","97","7","1","yields of sunflower seed (kg/hectare)","5.13","13.07","7.53","10.13","6969","7369","3","0","none"
"760","97","8","3","cancer death rates","5.33","17.20","12.07","19.93","5392","5873","3","0",
"761","98","1","2","death rate for the world population","16.00","14.00","20.00","21.13","31041","38139","7","1","none"
"762","98","2","1","students who eat breakfast","17.00","11.47","20.00","11.47","25819","32510","7","0","none"
"763","98","3","3","population of males over 80","16.07","16.67","19.00","16.53","22587","25473","8","0","none"
"764","98","4","0","global economy growth rates","16.00","21.93","20.00","20.40","16208","21637","8","0","i think the global economy growth rates are lower every year because of the world economy and because money aren`t going where they suppose to go"
"765","98","5","2","amounts spent on advertising directly to children","16.00","14.00","19.00","19.00","13184","14744","8","0","none"
"766","98","6","1","striped dolphin populations","16.00","11.87","19.07","11.73","17470","18956","7","0","none"
"767","98","7","3","cancer death rates","16.07","14.07","19.93","13.00","12092","13580","8","1","none"
"768","98","8","0","global burglary rates","16.00","22.93","19.93","22.07","18788","22337","6","1","i was not preety sure about that so i just looked at the numbers"
"769","99","1","2","death rate for the world population","15.27","14.33","21.00","21.20","7705","8549","4","2","none"
"770","99","2","3","cancer death rates","17.00","18.07","21.40","19.33","55064","56199","4","1","none"
"771","99","3","0","global economy growth rates","16.67","23.67","19.00","25.07","19474","20111","6","0","none"
"772","99","4","1","students who eat breakfast","16.53","11.40","20.20","10.73","14894","15993","6","0","because the time is short and we don't have much time for us"
"773","99","5","2","percentage of workers who will have adequate health service","16.33","12.60","20.07","14.87","12925","14453","5","0","none"
"774","99","6","3","population of males over 80","15.73","16.60","17.73","17.27","15825","16788","4","0","none"
"775","99","7","0","global burglary rates","15.80","20.60","18.80","17.53","15408","16692","5","1","none"
"776","99","8","1","striped dolphin populations","14.53","11.93","18.67","13.27","5106","5932","7","0","the ngo's wil fight for this and they will win"
"777","100","1","1","yields of sunflower seed (kg/hectare)","15.07","12.80","18.73","13.07","12579","16192","4","0","none"
"778","100","2","0","global economy growth rates","15.13","23.00","17.87","21.87","14614","16109","4","0","none"
"779","100","3","2","amounts spent on advertising directly to children","16.00","12.80","19.00","15.07","14889","16468","6","0","none"
"780","100","4","3","population of males over 80","15.07","16.47","18.20","16.53","7994","9293","5","0",
"781","100","5","1","students who eat breakfast","15.00","11.80","18.13","11.00","9876","11366","6","0","none"
"782","100","6","0","amount of books published","14.07","21.93","17.20","20.20","9158","10623","8","0","none"
"783","100","7","2","percentage of workers who will have adequate health service","15.87","12.33","19.53","13.87","20057","21698","6","0","none"
"784","100","8","3","cancer death rates","15.53","16.33","18.27","17.27","5152","6713","6","1",
"785","101","1","2","death rate for the world population","15.80","13.87","19.93","13.60","40455","41826","6","1","none"
"786","101","2","1","striped dolphin populations","15.80","10.60","19.27","9.53","64907","65396","1","1","none"
"787","101","3","3","cancer death rates","16.60","15.47","20.00","14.67","111395","113830","8","1","none"
"788","101","4","0","amount of books published","16.80","19.47","19.67","17.53","13023","17434","2","1","Because thechnology is developing very fast and it capt the attention of people. Thing made before by books"
"789","101","5","2","amounts spent on advertising directly to children","15.80","13.00","19.13","14.13","16413","17637","8","0","none"
"790","101","6","1","yields of sunflower seed (kg/hectare)","15.67","12.20","19.53","12.33","51375","52999","5","0","none"
"791","101","7","3","population of males over 80","15.93","16.07","19.87","15.60","15041","17592","4","0","none"
"792","101","8","0","global burglary rates","14.93","23.67","19.80","24.67","26376","29320","4","0","Because people will become poorer and poorer"
"793","102","1","3","population of males over 80","13.33","14.87","14.13","13.93","69959","70671","6","1","none"
"794","102","2","2","death rate for the world population","16.00","11.93","20.00","15.07","26003","29760","4","2","none"
"795","102","3","0","global economy growth rates","16.07","24.00","20.07","24.87","33702","39253","7","0","none"
"796","102","4","1","striped dolphin populations","16.00","10.00","19.87","8.07","36968","40520","7","0","pollution"
